frame,shoulder_angle,shoulder_distance,shoulder_ratio,right_ear_angle,right_ear_distance,left_ear_angle,left_ear_distance,right_nose_eye_angle,right_nose_eye_distance,left_nose_eye_angle,left_nose_eye_distance,nose_angle,nose_distance,eyes_angle,eyes_distance
openpose/output2/Trial 1_000000058221_keypoints.json,-145.95621894445546,87.4717860855716,0.8762416123343018,-1,-1,114.02475812156338,38.584598546570334,-1,-1,131.83099639883858,50.025814546092064,-82.04550891332353,112.81446709088338,-1,-1
openpose/output2/Trial 1_000000055530_keypoints.json,-174.8429206697238,64.859550638283,1.130028212964363,-1,-1,76.11459718732203,48.45805820500862,-1,-1,93.7559963420798,58.863434362938726,-114.19789773848015,124.55062084550197,-1,-1
openpose/output2/Trial 1_000000055252_keypoints.json,-174.2815815499544,59.012671190177436,1.2263930068193172,-1,-1,77.18896318809665,44.25977360990452,-1,-1,94.0782791016799,55.076463739060095,-113.75420923842495,126.36107128384116,-1,-1
openpose/output2/Trial 1_000000064164_keypoints.json,-133.8555971948034,67.90569534287975,1.0419453116658028,-1,-1,92.49116575830887,43.20683325586364,-1,-1,109.75516103600867,51.99089429890587,-106.97103897776356,120.78593548919507,-1,-1
openpose/output2/Trial 1_000000055310_keypoints.json,-163.87666872928952,77.49206111596207,0.9723297698337027,-1,-1,74.4846292396085,36.493883597118014,-1,-1,96.03965615039697,37.47501218145237,-115.69464947326655,117.43529374936658,-1,-1
openpose/output2/Trial 1_000000058261_keypoints.json,-155.08302558436768,92.90904460815425,1.2578260608247966,-1,-1,123.68512238264351,35.34799278601254,-1,-1,129.80509158152353,45.89661212987287,-83.11250206714735,114.47611315903416,-1,-1
openpose/output2/Trial 1_000000058241_keypoints.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-119.94897846787063,43.07245117241418,-1,-1
openpose/output2/Trial 1_000000056604_keypoints.json,-127.59169380554796,64.26729962430338,1.075198134600611,-1,-1,95.69997143535018,59.04192574772608,-1,-1,111.2586237507785,75.64434769366443,-112.15677455413194,114.16119036695439,-1,-1
openpose/output2/Trial 1_000000064165_keypoints.json,-127.47060963552296,74.01606798526925,1.0734935032918664,-1,-1,92.4939908854351,43.18090134538647,-1,-1,109.764818569433,51.981291297927555,-106.3465298417496,118.32817430350217,-1,-1
openpose/output2/Trial 1_000000064454_keypoints.json,-172.84054554946104,63.14634285530714,1.2707718069285978,-1,-1,87.54028546140927,45.0404983320567,-1,-1,103.60919625799944,50.340394853437544,-108.70265016539042,122.03078082598668,-1,-1
openpose/output2/Trial 1_000000064442_keypoints.json,-176.29861586058698,60.87698579923287,1.5102905102960678,-1,-1,87.62734573487934,45.049620930702595,-1,-1,105.6651409783449,50.80093980429888,-107.89927489616832,127.61897622610833,-1,-1
openpose/output2/Trial 1_000000064159_keypoints.json,-130.59191745014027,72.23816881676879,1.178573051488739,-1,-1,92.42258708255463,43.22263047293625,-1,-1,109.69910801514548,52.0023991946525,-107.85879588748764,121.35759221820445,-1,-1
openpose/output2/Trial 1_000000058203_keypoints.json,-147.41693843068492,83.70878924581334,0.9813436937595451,-1,-1,113.13745103081285,44.7907506523389,-1,-1,126.41231552457725,55.99638574943918,-86.0799213211529,113.8303194232538,-1,-1
openpose/output2/Trial 1_000000064343_keypoints.json,-165.9609616998993,64.63768443408227,1.2045783985451108,-1,-1,92.31623064949623,44.95873188825506,-1,-1,108.39649897186413,49.47858855100855,-107.55464403019899,123.22984745993966,-1,-1
openpose/output2/Trial 1_000000064066_keypoints.json,-117.10277187105139,90.20650758121606,0.8749511951038512,-1,-1,104.47388797860697,62.74337118771997,-1,-1,116.59014712843506,74.53441383012286,-104.05172188336103,88.88057853659595,-1,-1
openpose/output2/Trial 1_000000055580_keypoints.json,-161.0673241308837,66.32621686784192,0.9820801053229467,-1,-1,70.86910034604017,41.4734849391753,-1,-1,90.0631306666455,49.00902974962869,-113.89600845147966,130.73534948513353,-1,-1
openpose/output2/Trial 1_000000055613_keypoints.json,-154.1291340915124,76.22420760493347,1.0249397698552927,-1,-1,70.8870391817509,41.50179173240591,-1,-1,92.12530123092434,50.93703883226814,-113.47536538106199,128.10943417641025,-1,-1
openpose/output2/Trial 1_000000055525_keypoints.json,-162.20468939933855,57.58834855246323,0.9850500372190882,-1,-1,77.16456651965484,52.23011807377049,-1,-1,93.58179690356589,62.810692720268676,-115.36591630571922,123.56042405641058,-1,-1
openpose/output2/Trial 1_000000058185_keypoints.json,-150.8156445751974,96.46010326036351,0.9863025758102528,-1,-1,111.3304543292896,37.88628567173082,-1,-1,126.95778170913113,49.026457673382794,-92.92931445185789,113.74863062472436,-1,-1
openpose/output2/Trial 1_000000058209_keypoints.json,-148.1375959489299,85.37906708321424,0.9500428300733351,-1,-1,109.2663329819814,47.66338809820387,-1,-1,122.72089411022453,58.128138255065416,-84.09809354647587,114.16413886155317,-1,-1
openpose/output2/Trial 1_000000058053_keypoints.json,-155.64457672709145,90.35737393815741,0.9252960794127761,-1,-1,96.63272134268365,51.21880935750066,-1,-1,113.9319663561806,57.94134634265936,-91.86791940131337,121.6116215869191,-1,-1
openpose/output2/Trial 1_000000055608_keypoints.json,-154.8802492154263,69.25606425433072,0.9835586808533496,-1,-1,73.98923708307153,42.74196505777425,-1,-1,92.14691093113893,50.93175119706759,-113.48631596640718,128.12334214342053,-1,-1
openpose/output2/Trial 1_000000055606_keypoints.json,-157.90583173193323,67.74254367825287,0.9996646892164405,-1,-1,71.6851223313454,43.30780388105592,-1,-1,90.05849490516256,50.93402654414823,-113.8856180808317,130.69750669771776,-1,-1
openpose/output2/Trial 1_000000058269_keypoints.json,-157.774889945697,93.1376721042565,1.2623604770240282,-1,-1,113.55946767355393,34.210600067815264,-1,-1,120.94394411850229,45.62823029660476,-84.19693296120872,116.15124050994896,-1,-1
openpose/output2/Trial 1_000000055253_keypoints.json,-172.43344451665808,59.31145020145768,1.0450878399633066,-1,-1,76.58286235344285,42.33342666262677,-1,-1,94.32603643633391,51.15875340545353,-113.71300058959848,122.09206631063297,-1,-1
openpose/output2/Trial 1_000000055591_keypoints.json,-161.0962434568073,72.50459941272692,0.9527281570720525,-1,-1,70.8748476089502,41.50379468193237,-1,-1,90.05492465300613,49.02902252747855,-113.1260388161546,129.9308395301131,-1,-1
openpose/output2/Trial 1_000000055254_keypoints.json,-174.24107513646408,59.09726982695561,1.073629140381715,-1,-1,76.58618396061897,42.3307852041513,-1,-1,94.33067262958079,51.15706099845843,-113.72269329372203,122.10223320644054,-1,-1
openpose/output2/Trial 1_000000055582_keypoints.json,-157.87219134908636,67.67126472144575,0.9991854049325686,-1,-1,70.86049424284167,41.45553473301252,-1,-1,90.05145765881703,48.992019758323984,-113.88792588482787,130.68562018064574,-1,-1
