frame,shoulder_angle,shoulder_distance,shoulder_ratio,right_ear_angle,right_ear_distance,left_ear_angle,left_ear_distance,right_nose_eye_angle,right_nose_eye_distance,left_nose_eye_angle,left_nose_eye_distance,nose_angle,nose_distance,eyes_angle,eyes_distance
openpose/output2/Trial 1_000000055607_keypoints.json,-157.9026500375488,67.73327811349449,0.9997010142419391,-1,-1,70.91032065469751,41.51076679609757,-1,-1,92.21879641462631,49.07579363596679,-113.15499140733677,129.9349747873912,-1,-1
openpose/output2/Trial 1_000000055375_keypoints.json,-156.9609556402948,85.11381629911799,0.9760202217109721,-1,-1,72.51739324671037,39.022520792485984,-1,-1,90.15615689435107,41.09415262540396,-114.05634613489865,120.12221225485315,-1,-1
openpose/output2/Trial 1_000000058061_keypoints.json,-153.97321800930897,93.73250327394435,0.9516915445096931,-1,-1,95.96869936407629,57.14277953512584,-1,-1,107.51757328288312,71.93396074178033,-90.00487553114654,117.5170004254703,-1,-1
openpose/output2/Trial 1_000000058270_keypoints.json,-156.64490652752005,93.83534094359122,1.236754124370049,-1,-1,116.53503499112401,34.999835213897896,-1,-1,122.26446669581685,44.02354003257801,-84.08480633825434,114.19000196164285,-1,-1
openpose/output2/Trial 1_000000055581_keypoints.json,-161.01975800151766,66.28908526296013,1.13015559768172,-1,-1,70.88090020837575,41.47369831592069,-1,-1,90.07365994858927,49.00404049667743,-114.31611417168747,133.27078386878347,-1,-1
openpose/output2/Trial 1_000000064440_keypoints.json,-174.6057318311158,62.97288333878322,1.160091966645446,-1,-1,87.64793896395136,45.053957173593496,-1,-1,105.68645608783099,50.81870793320118,-107.25660569623261,118.97455020717669,-1,-1
openpose/output2/Trial 1_000000055250_keypoints.json,-170.44918285027154,59.606211924597304,1.0314668540048546,-1,-1,78.27409370307505,47.97519333989186,-1,-1,93.85801147086363,58.89947474298897,-113.6664664110648,121.98196569165455,-1,-1
openpose/output2/Trial 1_000000058242_keypoints.json,-148.37464918781245,89.79852970956702,1.0486731424304812,-1,-1,118.06114490680358,33.28135359326603,-1,-1,121.00353018210596,45.70455545128961,-85.12697331967024,116.01233845587295,-1,-1
openpose/output2/Trial 1_000000058187_keypoints.json,-153.4798964840959,96.34236009668847,1.0351619886022454,-1,-1,115.07712954468899,36.89146096320933,-1,-1,130.07699097214433,48.70487935515291,-92.89632960158008,115.71581582912509,-1,-1
openpose/output2/Trial 1_000000058285_keypoints.json,-155.6397261632324,90.38169408126849,1.1987460983214548,-1,-1,99.47575856284917,35.75283514632102,-1,-1,115.47680692041838,45.563631220525046,-87.08498916626098,115.74176195306514,-1,-1
openpose/output2/Trial 1_000000055395_keypoints.json,-139.85956263697443,82.04282455522853,1.032009197735256,-1,-1,75.89967926576304,40.337337703423074,-1,-1,92.69777084400295,43.065729449296484,-114.42763954546494,118.28979721429911,-1,-1
openpose/output2/Trial 1_000000058208_keypoints.json,-148.8479313448046,86.98438069561684,0.9207039087100926,-1,-1,112.18569659424078,46.513643116831915,-1,-1,125.25452282992286,57.5596749903959,-84.13748727158853,114.23345709554631,-1,-1
openpose/output2/Trial 1_000000058250_keypoints.json,-156.79141234890932,89.55295817001242,1.228699675715021,-1,-1,114.97807578324179,32.45779598185928,-1,-1,122.27512301364983,44.01806576850018,-87.07337971607048,115.71392065348068,-1,-1
openpose/output2/Trial 1_000000058236_keypoints.json,-147.72742326452558,88.10225779172737,1.0080682155993514,-1,-1,119.10914979173836,40.30012562015165,-1,-1,127.37038144408893,51.74597414292249,-83.09372586685727,114.49072403037721,-1,-1
openpose/output2/Trial 1_000000055281_keypoints.json,-136.91454242824238,83.13711339708637,1.1384846567134284,-1,-1,73.72195457947328,34.684401681447504,-1,-1,96.41462076953783,35.53446557920917,-113.94052430260126,115.74266851079592,-1,-1
openpose/output2/Trial 1_000000060030_keypoints.json,-112.02112581851087,88.76153872595951,1.069248921656778,-1,-1,95.02626879778771,66.90828681859963,-1,-1,103.41936640085078,84.6573583629917,-105.55078043935315,87.51462829150339,-1,-1
openpose/output2/Trial 1_000000058184_keypoints.json,-150.2576675243958,94.79937563612961,0.9505331088267354,-1,-1,111.30409204723891,37.86767703464269,-1,-1,126.9114830211915,49.049212919271234,-92.89148942586695,115.69129108104894,-1,-1
openpose/output2/Trial 1_000000058251_keypoints.json,-157.94040282999111,88.84609382522116,1.2558542025262216,-1,-1,108.50853819162967,31.02260188959012,-1,-1,117.85564329137331,42.074242500608435,-87.06026881026426,115.70526420608539,-1,-1
openpose/output2/Trial 1_000000058220_keypoints.json,-145.95822842717934,87.47454075329577,0.8763583896699493,-1,-1,114.00908475243322,38.57880104409673,-1,-1,131.83652274834512,50.02342307359625,-82.0383159344225,112.82149566904353,-1,-1
openpose/output2/Trial 1_000000055379_keypoints.json,-154.69836994622412,82.40840617922422,0.9385492730347256,-1,-1,73.32992637172245,40.82476456760041,-1,-1,92.57451020830982,43.033435709922124,-113.25650200067913,119.38767762629442,-1,-1
openpose/output2/Trial 1_000000055609_keypoints.json,-153.51391087623395,70.09274781316536,0.9554166227878281,-1,-1,70.89251340442404,41.516292476568815,-1,-1,92.12559327263779,50.93004364812579,-113.49090140411197,128.1725032914626,-1,-1
openpose/output2/Trial 1_000000058272_keypoints.json,-156.11141176376333,92.10304106271417,1.2430774670786309,-1,-1,113.71128729531826,34.20551342985512,-1,-1,118.85384955927564,44.65815263756442,-84.98799395008741,112.09359961210984,-1,-1
openpose/output2/Trial 1_000000058195_keypoints.json,-155.04913631902033,92.89047887700873,0.9742477981307809,-1,-1,106.87983278675857,47.133716223102915,-1,-1,121.85751654013485,55.48980181078319,-85.96767736074854,110.06947264795996,-1,-1
openpose/output2/Trial 1_000000058219_keypoints.json,-150.69576727484304,92.13870257931788,0.8704047480498649,-1,-1,102.5588828778545,36.16122764785515,-1,-1,125.52318847156717,50.56516702236827,-84.20936534203962,116.17179985693598,-1,-1
openpose/output2/Trial 1_000000058265_keypoints.json,-161.9439510975595,94.77743125871268,1.1868553508007804,-1,-1,122.60781972437897,32.613591553215926,-1,-1,129.34680095931478,43.126892422246215,-81.89454778583298,110.77663138496321,-1,-1
openpose/output2/Trial 1_000000055605_keypoints.json,-157.02375237520437,70.24474346169968,1.0669314165425674,-1,-1,70.90410120161663,41.531374706359024,-1,-1,90.07822821246324,49.07204573889293,-113.88588723071925,130.70105959019608,-1,-1
openpose/output2/Trial 1_000000058235_keypoints.json,-149.6250693570009,93.03552096376956,0.915962473474073,-1,-1,117.91649167050856,37.65825722202244,-1,-1,126.83060093735008,48.98981152239719,-82.16777739190057,114.7918520192091,-1,-1
openpose/output2/Trial 1_000000058198_keypoints.json,-150.69741608720477,92.10051917334667,1.0067777689138007,-1,-1,116.5159770761308,43.85959503917015,-1,-1,130.52446840941676,54.19741197695699,-86.98723990735031,109.85884090504516,-1,-1
openpose/output2/Trial 1_000000064441_keypoints.json,-176.25982122475133,60.859623725422445,1.5088613718096369,-1,-1,89.94526166390054,45.009020540331704,-1,-1,107.64340253595806,51.321074365215736,-107.88568774025178,127.56297163754068,-1,-1
openpose/output2/Trial 1_000000055378_keypoints.json,-156.45647860079373,83.3405214106559,1.0084721582901335,-1,-1,73.31876836041238,40.82610225088852,-1,-1,90.17325956345965,42.99019655688958,-114.04270180254916,120.10287720533593,-1,-1
openpose/output2/Trial 1_000000058211_keypoints.json,-148.12984775500883,85.37564704879247,0.9229031437587493,-1,-1,109.20521027191063,47.681652750298014,-1,-1,122.62402177086054,58.168442311961556,-83.275151634972,116.394801155378,-1,-1
openpose/output2/Trial 1_000000063904_keypoints.json,-122.82905723533095,72.31416763677778,1.1441208111166732,-1,-1,95.12068632739893,64.92713030005243,-1,-1,111.71762773766193,84.32230056752483,-103.82076957509848,106.86292221813888,-1,-1
